1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0.0447496
131	0.0447496
132	0.0447496
133	0.0447496
134	0.0447496
135	0.0447496
136	0.0447496
137	0.0447496
138	0.0447496
139	0.0447496
140	0.0447496
141	0.0447496
142	0.0447496
143	0.0447496
144	0.0447496
145	0.0447496
146	0.0447496
147	0.0447496
148	0.0447496
149	0.0447496
150	0.0447496
151	0.0447496
152	0.0447496
153	0.0447496
154	0.0447496
155	0.0447496
156	0.0447496
157	0.0447496
158	0.0447496
159	0.0447496
160	0.0447496
161	0.0447496
162	0.0447496
163	0.0447496
164	0.0447496
165	0.0447496
166	0.0447496
167	0.0447496
168	0.0447496
169	0.0447496
170	0.0447496
171	0.0447496
172	0.0447496
173	0.0447496
174	0.0447496
175	0.0447496
176	0.0447496
177	0.0447496
178	0.0447496
179	0.0447496
180	0.0447496
181	0.0615724
182	0.0615724
183	0.0615724
184	0.0615724
185	0.0615724
186	0.0615724
187	0.0615724
188	0.0615724
189	0.0615724
190	0.0615724
191	0.0615724
192	0.0615724
193	0.0615724
194	0.0615724
195	0.0615724
196	0.0615724
197	0.0615724
198	0.0615724
199	0.0615724
200	0.0615724
201	0.0615724
202	0.0615724
203	0.0615724
204	0.0615724
205	0.0615724
