0	0.000000e+000
1	5.324928e-005
2	3.272715e-002
3	3.605628e-002
4	3.091611e-002
5	3.578699e-002
6	3.001829e-002
7	3.854813e-002
8	3.183390e-002
9	2.886119e-002
10	2.759854e-002
11	2.525068e-002
12	3.019640e-002
13	1.804641e-002
14	1.651543e-002
15	2.056752e-002
16	1.642537e-002
17	2.011722e-002
18	1.768620e-002
19	1.552479e-002
20	1.894681e-002
21	2.074768e-002
22	1.408389e-002
23	1.813646e-002
24	1.408389e-002
25	1.984710e-002
26	2.534055e-002
27	1.219246e-002
28	1.921690e-002
29	1.201230e-002
30	1.894681e-002
31	1.714585e-002
32	9.040075e-003
33	1.309318e-002
34	9.580025e-003
35	1.003033e-002
36	9.040075e-003
37	1.264283e-002
38	8.680525e-003
39	1.084115e-002
40	1.120153e-002
41	1.075106e-002
42	9.670068e-003
43	6.886178e-003
44	8.052354e-003
45	1.039068e-002
46	9.670068e-003
47	5.975053e-003
48	9.489994e-003
49	9.670068e-003
50	1.660548e-002
51	1.309319e-002
52	1.237261e-002
53	2.047745e-002
54	1.039068e-002
55	1.318325e-002
56	1.561485e-002
57	8.950151e-003
58	1.444412e-002
59	1.057087e-002
60	3.062608e-003
61	5.348464e-005
62	5.342263e-005
63	5.352819e-005
64	5.341015e-005
65	5.343942e-005
66	5.348881e-005
67	5.337312e-005
68	5.345129e-005
69	5.344032e-005
70	5.340055e-005
71	5.350649e-005
72	5.351133e-005
73	5.372955e-005
74	5.350654e-005
75	5.348881e-005
76	5.356438e-005
77	5.363668e-005
78	5.350651e-005
79	5.348053e-005
80	5.347133e-005
81	5.347839e-005
82	5.353848e-005
83	5.344725e-005
84	5.352571e-005
85	5.349725e-005
86	5.350932e-005
87	5.344094e-005
88	5.352561e-005
89	5.339592e-005
90	5.338316e-005
91	5.345710e-005
92	5.338076e-005
93	5.345443e-005
94	5.334782e-005
95	5.337667e-005
96	5.342795e-005
97	5.338851e-005
98	5.342794e-005
99	5.337161e-005
100	5.338295e-005
101	5.341120e-005
102	5.339208e-005
103	5.337519e-005
104	5.340234e-005
105	5.337265e-005
106	5.340112e-005
107	5.338919e-005
108	5.333196e-005
109	5.334855e-005
110	5.333921e-005
111	5.333565e-005
112	5.332821e-005
113	5.331446e-005
114	5.333268e-005
115	5.331874e-005
116	5.333062e-005
117	5.331950e-005
118	5.332579e-005
119	1.628908e-011
