0.005997 -0.010949 0.037818 0.205951
0.017991 0.038523 0.181463 0.491431
0.037207 0.141111 0.409058 0.772780
0.056972 0.225035 0.678015 0.986307
0.068966 0.329029 0.915095 1.001382
0.074534 0.366776 0.862782 1.022890
0.091086 0.391291 0.745467 0.897645
0.109925 0.426280 0.737092 0.898378
0.126959 0.451574 0.764139 0.993367
0.142743 0.492504 0.770257 0.991726
0.161528 0.499609 0.763306 0.911849
0.180576 0.511363 0.762361 0.961514
0.196938 0.518435 0.766693 0.968602
0.215706 0.542232 0.758552 0.924457
0.235163 0.561507 0.761705 0.922456
0.252460 0.559378 0.765910 0.932459
0.270908 0.552364 0.764029 0.914632
0.287146 0.552010 0.767265 0.911049
0.303822 0.562940 0.766660 0.915276
0.320663 0.579692 0.760717 0.911028
0.337180 0.586969 0.759887 0.909095
0.353949 0.588250 0.762163 0.904866
0.369992 0.592704 0.766324 0.898454
0.384150 0.603803 0.764173 0.898298
0.397085 0.605560 0.763002 0.889952
0.411316 0.603190 0.761901 0.883416
0.423065 0.609650 0.761124 0.889008
0.435591 0.616987 0.763950 0.889623
0.447882 0.618897 0.762525 0.894003
0.458505 0.620069 0.760493 0.891397
0.468851 0.617985 0.762643 0.887265
0.478366 0.626335 0.765735 0.889655
0.487370 0.635749 0.767796 0.886448
0.495851 0.632901 0.766094 0.890797
0.503436 0.631239 0.764611 0.888715
0.509997 0.637368 0.771915 0.879583
0.514920 0.638620 0.771992 0.885052
0.523338 0.630373 0.765098 0.888324
0.532367 0.628164 0.763672 0.878561
0.541183 0.634414 0.763863 0.882831
0.550308 0.632101 0.763592 0.879644
0.558885 0.636940 0.765506 0.868479
0.567795 0.645404 0.763049 0.865974
0.575733 0.639301 0.760927 0.869892
0.583947 0.638641 0.761282 0.869692
0.592108 0.639601 0.759848 0.867857
0.599936 0.642443 0.759368 0.868111
0.607411 0.643150 0.758751 0.865486
0.615139 0.642236 0.756542 0.863844
0.622661 0.645196 0.758483 0.868930
0.629410 0.643892 0.760650 0.873928
0.636392 0.643636 0.762036 0.874381
0.642478 0.648053 0.761286 0.869948
0.648601 0.649824 0.762319 0.866823
0.655059 0.652348 0.763386 0.868546
0.660871 0.644821 0.761100 0.861775
0.666687 0.645427 0.762113 0.862126
0.672135 0.647313 0.758927 0.863724
0.677866 0.645314 0.759423 0.856703
0.683092 0.644347 0.761558 0.858678
0.689111 0.642672 0.763215 0.860275
0.694672 0.643229 0.763872 0.860634
0.700448 0.644580 0.759615 0.856996
0.705455 0.643337 0.758259 0.853672
0.710775 0.645406 0.758587 0.858245
0.715780 0.653530 0.756756 0.862180
0.720872 0.656821 0.758428 0.861479
0.725767 0.653416 0.758735 0.856210
0.730610 0.652102 0.756099 0.854074
0.735510 0.656234 0.756239 0.851567
0.739945 0.652972 0.757638 0.852041
0.744285 0.649612 0.757127 0.855606
0.748850 0.650661 0.757575 0.857579
0.753089 0.654659 0.760580 0.862962
0.757852 0.651902 0.757085 0.858823
0.761717 0.650933 0.753441 0.858016
0.765651 0.650249 0.757675 0.860674
0.769737 0.648317 0.760559 0.855337
0.773888 0.648253 0.758606 0.850667
0.777929 0.648378 0.755191 0.851831
0.781282 0.651851 0.753252 0.854652
0.784927 0.657008 0.755912 0.855867
0.788615 0.651533 0.756295 0.851569
0.792449 0.645598 0.753865 0.848533
0.795948 0.649538 0.754992 0.847735
0.799361 0.648560 0.754821 0.849534
0.802898 0.649455 0.754503 0.845975
0.806602 0.653045 0.754234 0.842990
0.809716 0.655030 0.754617 0.843135
0.812915 0.653382 0.752414 0.847648
0.816154 0.647610 0.750458 0.847089
0.819161 0.644643 0.751280 0.844052
0.822141 0.643353 0.750082 0.843471
0.824900 0.643134 0.749798 0.851044
0.827665 0.645032 0.749183 0.850903
0.830496 0.647813 0.749375 0.844476
0.833374 0.651466 0.749328 0.842081
0.836277 0.646815 0.748751 0.845700
0.838709 0.645301 0.749714 0.843508
0.841193 0.643983 0.747977 0.840235
0.843713 0.643934 0.746389 0.839744
0.846415 0.643973 0.745656 0.839840
0.849253 0.645254 0.748038 0.842075
0.851840 0.649693 0.748820 0.840407
0.854393 0.646519 0.747611 0.843795
0.856855 0.643826 0.748005 0.843733
0.859406 0.642739 0.749124 0.840878
0.861894 0.644620 0.746452 0.843759
0.864485 0.650765 0.744640 0.841467
0.866774 0.645988 0.744462 0.836977
0.869207 0.638806 0.742563 0.837799
0.871604 0.635495 0.742556 0.841154
0.873833 0.638486 0.740850 0.839713
0.876161 0.641634 0.744125 0.836961
0.878307 0.644517 0.747015 0.830781
0.880661 0.643708 0.744897 0.828230
0.882816 0.638125 0.740995 0.831548
0.885095 0.640451 0.738351 0.833644
0.887142 0.644199 0.741045 0.833911
0.889170 0.637924 0.741254 0.832339
0.891153 0.632482 0.739164 0.833507
0.893255 0.632214 0.739164 0.833953
0.895255 0.637885 0.738647 0.831278
0.897250 0.640796 0.737480 0.824967
0.899308 0.631310 0.733961 0.824641
0.901301 0.631879 0.733159 0.826367
0.903103 0.632487 0.734279 0.828132
0.905033 0.628612 0.735742 0.830136
