0.891993 0.728935
0.999739 0.171653
0.439411 0.789699
0.511817 0.710535
0.956815 0.729635
0.991940 0.604829
0.972287 0.715855
0.862474 0.811314
0.127888 0.629122
0.839939 0.784670
0.488444 0.773419
0.192207 0.624172
0.874286 0.595924
1.000000 0.013357
0.842248 0.850313
0.461983 0.736250
0.968064 0.627465
0.393549 0.725711
0.173522 0.809917
0.959786 0.666427
0.683099 0.859734
0.897180 0.710601
0.395290 0.720368
0.769725 0.794244
0.903838 0.740932
0.831376 0.758353
0.899066 0.742134
0.715026 0.695967
0.103821 0.451251
0.044978 0.636364
0.701868 0.761535
0.011994 0.136364
0.949119 0.765785
0.995474 0.439880
0.992467 0.485974
0.820192 0.704707
0.500745 0.712028
0.978317 0.670935
0.885228 0.677748
0.966374 0.679138
0.295036 0.545429
0.688333 0.743382
0.927487 0.704628
0.846094 0.773188
0.945883 0.761381
0.955376 0.771171
0.984276 0.493328
0.858521 0.780917
0.863135 0.761718
0.495865 0.753722
0.398279 0.773456
0.920642 0.688960
0.864090 0.749993
0.991749 0.530541
0.688878 0.839542
0.984640 0.609512
0.014993 0.181818
0.891779 0.612256
0.990842 0.525984
0.983899 0.633876
0.993682 0.512251
0.968898 0.629614
0.979742 0.670022
0.807598 0.744994
0.622669 0.684143
0.989724 0.479729
0.904472 0.745182
0.466262 0.792749
0.992299 0.482041
0.733389 0.814157
0.744913 0.736343
0.779964 0.705204
0.890243 0.750142
0.970308 0.719208
0.837345 0.787421
0.774246 0.735065
0.887365 0.801401
0.088982 0.681402
0.957765 0.827952
0.623018 0.825424
0.933553 0.773997
0.883454 0.788180
0.296656 0.734444
0.942870 0.750789
0.997779 0.343369
0.675734 0.684541
0.957118 0.719183
0.796302 0.746511
0.979714 0.608523
0.799724 0.662212
0.754114 0.714256
0.655149 0.760757
0.559137 0.690424
0.556124 0.863245
0.503543 0.778590
0.966984 0.715424
0.999986 0.074677
0.931952 0.703557
0.839748 0.768066
0.678397 0.735404
0.999558 0.274860
0.675147 0.779956
0.558122 0.783147
0.651834 0.741349
0.888641 0.694323
0.562899 0.811137
0.813469 0.753369
0.997891 0.255073
0.922095 0.714430
0.816309 0.770422
0.907200 0.785912
0.938535 0.679206
0.555803 0.767038
0.996382 0.452839
0.984947 0.742478
0.940724 0.682705
0.916778 0.720504
0.889093 0.694172
0.428935 0.812525
0.886453 0.690186
0.737375 0.758785
0.038878 0.390005
0.988067 0.691838
0.612462 0.609893
0.512697 0.801417
0.525776 0.680113
0.886644 0.682720
