0.501637 0.859055 1.478908 0.917472
0.360761 0.762015 -0.052690 0.483301
0.501281 0.862041 1.527002 0.924577
0.501637 0.859055 1.478908 0.917472
0.501604 0.862819 1.539546 0.926352
0.205588 0.476353 -2.292903 0.013540
0.352959 0.257071 -5.049526 0.000000
0.512754 0.735310 -0.546859 0.316921
0.193733 0.298879 -3.828965 0.000082
0.510741 0.630964 -2.075643 0.023282
0.506792 0.702716 -0.927389 0.200200
0.512628 0.739219 -0.489438 0.336159
0.000000 -100.000000 -5.000000 0.000000
0.080137 0.512484 -1.331914 0.107283
0.272076 0.530032 -2.133148 0.020257
0.377927 0.401307 -4.415234 0.000006
0.145042 0.279561 -4.629501 0.000002
0.248478 0.407596 -3.949356 0.000050
0.092518 0.671851 -0.480871 0.339050
0.509777 0.586893 -2.582205 0.006144
0.504725 0.710832 -0.807571 0.234399
0.491735 0.587054 -2.583443 0.006123
0.018171 0.040264 -5.000000 0.000000
0.493987 0.539560 -3.139837 0.001072
0.212089 0.791324 0.208862 0.568287
0.278315 0.778019 0.156462 0.550699
0.509585 0.598880 -2.415534 0.009780
0.181263 0.818116 0.442478 0.647941
0.048528 0.101364 -3.504510 0.000292
0.201953 0.394204 -2.967814 0.001896
0.454885 0.649187 -1.561173 0.070661
0.414114 0.759601 -0.020698 0.493493
0.401004 0.401957 -3.995969 0.000041
0.241938 0.567000 -1.903553 0.034674
0.369306 0.614393 -1.721171 0.051341
0.289431 0.425195 -2.969013 0.001889
0.024015 0.153576 -1.752228 0.048125
0.476368 0.763629 0.014415 0.504524
0.490917 0.889781 2.015072 0.973130
0.277442 0.509946 -2.284177 0.013850
0.502147 0.866142 1.593195 0.933592
0.475868 0.759650 -0.043673 0.486190
0.214325 0.557371 -1.657122 0.058506
0.000000 -100.000000 -5.000000 0.000000
0.410777 0.811037 0.693104 0.730547
0.516047 0.910788 2.534144 0.992956
0.221469 0.504160 -2.590980 0.005991
0.506857 0.873049 1.705042 0.946924
0.074112 0.159705 -5.000000 0.000000
0.000000 -100.000000 -5.000000 0.000000
0.474339 0.881880 1.869413 0.962596
0.465318 0.762993 0.005112 0.501601
0.511007 0.646993 -1.835570 0.040280
0.515420 0.940370 3.320113 0.999428
0.488613 0.825317 0.946032 0.804867
0.515463 0.878319 1.822252 0.958541
0.513219 0.810922 0.611356 0.704325
0.514438 0.855790 1.387126 0.902564
0.467614 0.862613 1.548757 0.927636
0.457752 0.871406 1.610940 0.935863
0.343015 0.690106 -0.826233 0.228894
0.448316 0.745881 -0.236258 0.422440
0.475559 0.736081 -0.382579 0.372483
0.492848 0.716399 -0.806920 0.234592
0.507130 0.766260 0.025138 0.507912
0.462115 0.714659 -0.683214 0.272578
0.131219 0.288068 -3.061014 0.001397
0.468834 0.700838 -0.873591 0.215214
0.005747 0.043478 0.076308 0.524319
0.113176 0.212182 -3.666612 0.000157
0.257710 0.497559 -2.375379 0.010896
0.248466 0.503753 -2.595758 0.005910
0.294459 0.678423 -0.934169 0.198349
0.397428 0.597663 -2.048486 0.024838
0.281400 0.688704 -0.776339 0.243749
0.279714 0.688283 -0.780397 0.242525
0.511234 0.685739 -1.267791 0.119570
0.507749 0.864715 1.570143 0.930551
0.170483 0.573608 -1.421691 0.091610
0.441068 0.855364 1.366117 0.898896
0.402230 0.835130 1.061672 0.834661
0.401570 0.832818 1.025649 0.825689
0.031284 0.125395 -2.312094 0.012880
0.376620 0.688366 -0.906285 0.206021
0.439219 0.876547 1.689972 0.945261
0.373959 0.801617 0.449003 0.650157
0.226584 0.715479 -0.455829 0.347526
0.463233 0.866698 1.616093 0.936511
0.493407 0.657267 -1.667451 0.057301
0.451106 0.820584 0.844428 0.776411
0.461874 0.868238 1.641567 0.939642
0.504147 0.831705 1.042300 0.829871
0.504147 0.831705 1.042300 0.829871
0.429704 0.850589 1.309801 0.888584
0.434258 0.875970 1.731180 0.949714
0.022436 0.260870 -0.762413 0.247972
0.254700 0.341418 -3.416022 0.000405
0.509512 0.525537 -3.419691 0.000399
0.018758 0.156448 -1.709949 0.052543
0.501096 0.601962 -2.372517 0.010980
0.496101 0.533839 -3.307869 0.000598
0.465842 0.508350 -3.273052 0.000676
0.133905 0.167301 -4.078595 0.000029
0.289927 0.347850 -3.458002 0.000347
